title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
A Girl's Guide to Kissing and Other Nightmares in Teenland,1996,17,,5.5,8,,0,0,1,0,0,0,1
A Girl's Own Story,1984,27,,6.7,481,,0,0,0,0,0,0,1
A Girl's Stratagem,1913,10,,4.8,10,,0,0,0,1,0,0,1
A Girl, a Guy, and a Gob,1941,90,,4.5,4.5,,0,0,1,0,0
A Glance Apart,1998,41,,7.2,6,,0,0,0,0,0,0,1
A Glance Away,1999,40,,8.7,6,,0,0,0,1,0,0,1
A Glance to Former Yugoslavia,2012,12,,8.3,9,,0,0,0,1,1,0,1
A Glaring Emission,2010,87,24000,7,9,,0,0,1,0,0,0,0
A Glass of Goat's Milk,1909,6,,6.8,5,,0,0,1,0,0,0,1
A Glimpse Inside the Mind of Charles Swan III,2012,86,,4.8,4135,R,0,0,1,0,0,0,0
A Glimpse of the San Diego Exposition,1915,7,,4.3,18,,0,0,0,0,1,0,1
A Global Affair,1964,84,,5.2,288,,0,0,1,0,0,0,0
A Glorious Way to Die,1994,53,,8.8,6,,0,0,0,0,1,0,0
A Glria de Fazer Cinema em Portugal,2015,16,,6.2,8,,0,0,0,1,0,0,1
A Gnome Named Gnorm,1990,84,,4.4,746,,1,0,1,0,0,0,0
A Goat's Tail,2006,120,,7.2,18,,0,0,0,1,0,1,0
A Goblin's Tale,2011,12,,7.8,6,,0,0,0,1,0,0,1
A God of Sinners,2013,20,,8.4,5,,1,0,0,1,0,0,1
A Golden Christmas,2009,95,,5.7,733,,0,0,1,0,0,1,0
A Golden State of Mind: The Storytelling Genius of Huell Howser,2014,55,,9.2,12,,0,0,0,0,1,0,0
A Good Alibi,2009,97,,6.4,18,,0,0,0,1,0,0,0
A Good American,2015,100,,7.7,95,,0,0,0,0,1,0,0
A Good Baby,2000,87,,7,291,,0,0,0,1,0,0,0
A Good Band Is Easy to Kill,2005,89,32000,8.7,44,,0,0,0,0,1,0,0
A Good Boy,2001,12,,8.1,7,,0,0,0,0,1,0,1
A Good Clay to Die Hard,2013,2,,6.2,17,,1,1,0,0,0,0,1
A Good Dad,2011,88,,4,5,,0,0,0,1,0,0,0
A Good Day to Be Black & Sexy,2008,92,,5.1,390,R,0,0,0,1,0,1,0
A Good Day to Die,2010,90,,8.2,95,,0,0,0,0,1,0,0
A Good Day to Die Hard,2013,101,92000000,5.3,165399,R,1,0,0,0,0,0,0
A Good Funeral,2009,90,1500000,4.5,11,,0,0,0,1,0,0,0
A Good Lie,1998,17,,7.9,15,,0,0,0,0,0,0,1
A Good Life,2010,23,,8.9,16,,0,0,1,1,0,0,1
A Good Life: The Joe Grushecky Story,2007,91,,9.3,7,,0,0,0,0,1,0,0
A Good Little Devil,1914,50,,5.7,7,,0,0,0,1,0,0,0
A Good Man,2009,79,,7.2,38,,0,0,0,0,1,0,0
A Good Man,2011,86,,7.6,10,,0,0,0,0,1,0,0
A Good Man Is Hard to Find,2000,10,,7.7,10,,0,0,0,0,0,0,1
A Good Man in Africa,1994,94,20000000,5,1944,R,0,0,1,0,0,0,0
A Good Marriage,2014,102,,5.1,5980,R,0,0,0,1,0,0,0
A Good Mate,2010,7,,6.4,5,,0,0,1,0,0,0,1
A Good Night to Die,2003,100,,4.9,440,R,1,0,1,0,0,0,0
A Good Old Fashioned Orgy,2011,95,,6.2,18191,R,0,0,1,0,0,0,0
A Good Scratch Is Hard to Find,2004,2,3000,7.2,8,,0,0,1,0,0,0,1
A Good Son,1998,12,,5.8,70,,0,0,0,1,0,0,1
A Good Thing,2011,22,,7.6,5,,0,0,0,1,0,0,1
A Good Time for a Dime,1941,8,,7,373,,0,1,1,0,0,0,1
A Good Time with a Bad Girl,1967,61,,3.9,66,,0,0,0,1,0,0,0
A Good Turn Daily,1983,13,,7,30,,0,1,0,1,0,0,1
A Good Woman,2004,93,,6.5,9583,PG,0,0,1,1,0,1,0
A Good Year,2006,117,35000000,6.9,70596,PG-13,0,0,1,1,0,1,0
A Goofy Movie,1995,78,,6.8,34001,,0,1,1,0,0,0,0
A Gothic Romance,2004,32,5000,5.9,27,,0,0,1,0,0,1,1
A Grain of Sand,2009,83,50000,7.9,19,,0,0,0,0,1,0,0
A Gran Plan,2012,105,,7.4,7,,0,0,0,1,0,0,0
A Grand Canal,2014,20,,7.4,11,,0,0,0,1,0,0,1
A Grand Day Out,1989,23,,7.8,23164,,0,1,1,0,0,0,1
A Grande Arte,1991,104,,6.2,488,R,0,0,0,1,0,0,0
A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,1966,80,,6.8,58,,0,0,0,1,0,0,0
A Grande Famlia: O Filme,2007,104,,5.6,576,,0,0,1,0,0,0,0
A Grande Feira,1961,91,,7.4,28,,0,0,0,1,0,0,0
A Grande Noitada,1997,100,,5.3,7,,0,0,0,1,0,0,0
A Grande Vedete,1958,97,,6.5,33,,0,0,1,0,0,0,0
A Grande Vitria,2014,107,,5.9,105,,0,0,0,1,0,0,0
A Great Big Bunch of You,1932,7,,5.3,70,,0,1,1,0,0,0,1
A Great Day for Death,2008,5,,6.2,6,,0,0,1,0,0,0,1
A Great Day in Harlem,1994,60,,7.6,338,,0,0,0,0,1,0,0
A Great Man,2013,19,,8.5,11,,1,0,0,1,0,0,1
A Great Mistake,2010,20,,8.2,5,,0,0,0,0,0,0,1
A Great Ride,1979,90,,6.5,18,,0,0,0,1,0,0,0
A Great Wall,1986,97,,6.9,260,,0,0,1,1,0,0,0
A Greater Yes: The Story of Amy Newhouse,2009,84,80000,7.3,92,,0,0,0,1,0,0,0
A Green Mountain in the Drawer,2008,30,35000,6.9,7,,0,0,0,1,0,0,1
A Green Story,2012,90,850000,5.8,158,,0,0,0,0,0,0,0
A Grim Becoming,2014,115,65000,6.8,39,,1,0,1,0,0,0,0
A Grim Task,2009,6,,6.8,13,,1,1,1,0,0,0,1
A Gringo Honeymoon,2015,20,50000,8.9,12,,0,0,0,1,0,0,1
A Grocery Story,2005,17,,8.8,8,,0,0,1,0,0,1,1
A Gruesome Twosome,1945,7,,7,316,,0,1,1,0,0,0,1
A Gruta - Filme Interativo,2008,46,10000,7.2,18,,0,0,0,0,0,0,0
A Guerra da Beatriz,2013,101,,6.3,39,,0,0,0,1,0,0,0
A Guerra dos Pelados,1970,98,,5.8,33,,0,0,0,1,0,0,0
A Guide for the Married Man,1967,89,2500000,6.8,1973,,0,0,1,0,0,1,0
A Guide to Dating at the End of the World,2013,80,,6.1,9,,0,0,1,0,0,1,0
A Guide to Recognizing Your Saints,2006,100,,7.1,22229,R,0,0,0,1,0,0,0
A Guide to a Better Understanding of Animation Production,2012,4,,6.9,10,,0,1,1,0,0,0,1
A Gun,2014,3,,8.2,5,,0,0,0,0,0,0,1
A Gun & a Ring,2013,105,,5.6,108,,0,0,0,1,0,0,0
A Gun Fightin' Gentleman,1919,50,,4.6,27,,0,0,1,0,0,0,0
A Gun for George,2011,17,,7.1,171,,0,0,0,1,0,0,1
A Gun for Jennifer,1997,85,500000,6,268,,0,0,0,1,0,0,0
A Gun in His Hand,1945,19,,6.6,129,,0,0,0,1,0,0,1
A Gun to the Head,2009,88,,6.3,38,,0,0,1,0,0,0,0
A Gun, a Car, a Blonde,1997,107,,4.5,14.5,,0,0,0,1,0
A Gunfight,1971,89,2000000,6.4,858,,0,0,0,0,0,0,0
A Gunman Has Escaped,1948,58,,4.8,23,,0,0,0,1,0,0,0
A Gut Feeling,1999,11,,7.7,10,,0,0,0,0,0,0,1
A Guy Could Change,1946,65,,5.8,12,,0,0,0,1,0,0,0
A Guy Named Joe,1943,122,2627000,7,1539,,0,0,0,1,0,1,0
A Guy Named Rick,2013,102,,8.2,26,,0,0,1,0,0,0,0
A Guy Thing,2003,101,20000000,5.6,14137,PG-13,0,0,1,0,0,1,0
A Guy Walks Into a Bar,1997,28,,6.3,128,,0,0,0,0,0,0,1
A Guy and a Girl,2009,16,10000,9,9,,0,0,0,1,0,0,1
A Guy, a Gal and a Pal,1945,62,,6.7,14.5,,0,0,1,1,0,1
A Gyro Full of Dollars,2005,17,,6.7,7,,0,0,1,0,0,0,1
A Half Man,2005,5,,6.2,81,,0,1,0,0,0,0,1
A Halfway House Christmas,2005,50,,5.3,109,,0,0,1,0,0,0,0
A Halter for Orsini,2010,8,,8.3,20,,0,0,0,1,0,0,1
A Ham in a Role,1949,7,,7.1,169,,0,1,1,0,0,0,1
A Hammer Fell in Jerusalem: Anathema,2009,27,0,5.1,8,,0,0,0,1,0,0,1
A Hand Full of Dirt,2010,90,60000,8.8,6,,0,0,0,1,0,0,0
A Hand to Play,2013,12,,7.7,29,,0,0,0,1,0,0,1
A Handful of Dust,1974,42,,4.5,6,,0,0,0,1,0,0,1
A Handful of Dust,1988,118,,6.8,1429,,0,0,0,1,0,1,0
A Handful of Pennies,2012,9,,8.3,18,,0,0,0,1,0,0,1
A Happy Ending,2005,60,,7.7,65,,1,0,1,1,0,0,0
A Hard Day,2013,17,,9.5,6,,0,0,1,0,0,0,1
A Hard Day's Knight,2008,10,,7.4,5,,0,0,1,0,0,0,1
A Hard Day's Night,1964,87,560000,7.7,31359,,0,0,1,0,0,0,0
A Hard Day's Nightmare,2011,67,,8.1,12,,0,0,1,0,0,0,0
A Hard Day's Work,1997,13,,6.2,44,,0,0,0,0,0,0,1
A Hard Day's Work,2008,23,,5.8,11,,0,0,1,0,0,0,1
A Hard Lesson,2010,4,,7.2,5,,0,0,1,0,0,0,1
A Hard Name,2009,100,,7,24,,0,0,0,0,1,0,0
A Hardworking Robber,2013,14,,8.8,5,,0,0,1,0,0,0,1
A Hare Grows in Manhattan,1947,8,,7.4,456,,0,1,1,0,0,0,1
A Harem Knight,1926,19,,6.2,8,,0,0,1,0,0,0,1
A Hash House Fraud,1915,13,,5.1,33,,0,0,1,0,0,0,1
A Hat for the Camel,2008,20,,7.9,12,,0,0,1,0,0,0,1
A Hatful of Rain,1957,104,,7.3,790,,0,0,0,1,0,0,0
A Haul in One,1956,6,,6,148,,0,1,1,0,0,1,1
A Haunted House,2007,18,2000,8.2,6,,0,0,0,0,0,0,1
A Haunted House,2013,86,2500000,5.1,34554,R,0,0,1,0,0,0,0
A Haunted House 2,2014,86,4000000,4.7,14579,R,0,0,1,0,0,0,0
A Haunting History,2016,70,,7.7,6,,0,0,0,0,1,0,0
A Haunting We Will Go,1939,10,,6.1,34,,0,1,0,0,0,0,1
A Haunting at Silver Falls,2013,96,2500000,4.8,2191,,0,0,0,0,0,0,0
A Haunting at the Rectory,2015,88,,3.6,312,,0,0,0,0,0,0,0
A Haunting in Cawdor,2015,100,,5.3,49,,0,0,0,0,0,0,0
A Haunting in Saginaw, Michigan,2013,90,,7.1,44.5,,0,0,0,0,1,0
A Haunting on Washington Avenue: The Temple Theatre,2014,90,,7.6,5,,0,0,0,0,1,0,0
A Heap of Trouble,2001,4,,7.6,123,,0,0,0,0,0,0,1
A Heart Felt,2011,13,,7.2,10,,0,0,0,1,0,0,1
A Heart's Chance,2009,10,,8.8,5,,0,0,0,1,0,0,1
A Heart's Journey,2015,72,,9.4,5,,0,0,0,1,0,0,0
A Heartbeat Away,2011,91,,4.5,241,,0,0,1,0,0,0,0
A Heaven for Queers,2011,103,,6.6,7,,0,0,1,1,0,1,0
A Hell of a Note,1977,28,1200,7,23,,0,0,0,0,0,0,1
A Helpful Sisterhood,1914,19,,5.5,28,,0,0,0,1,0,0,1
A Helping Hand,2012,29,,7.3,21,,0,0,0,1,0,0,1
A Herana,1970,90,,7.6,21,,0,0,0,1,0,0,0
A Herb Alpert & the Tijuana Brass Double Feature,1966,6,,5.9,151,,0,1,0,0,0,0,1
A Hero Ain't Nothin' But a Sandwich,1978,107,,6.9,139,,0,0,0,1,0,0,0
A Hero for a Night,1927,60,,6.7,11,,0,0,1,0,0,0,0
A Hero in Every Heart,2011,23,,8.2,5,,0,0,1,0,0,1,1
A Hero in Heaven,2007,49,15000,8.5,15,,0,0,0,0,1,0,0
A Hero of the Big Snows,1926,67,,7.3,6,,1,0,0,0,0,1,0
A Hero's Journey,2012,5,,9.2,5,,0,0,0,1,0,1,1
A Hero's Unsung Dignity,2009,126,350000,5.4,5,,0,0,0,1,0,0,0
A Hetedik napon,1959,5,,6.9,31,,0,0,1,0,0,0,1
A Hick a Slick and a Chick,1948,7,,6.3,64,,0,1,1,0,0,0,1
A High Wind in Jamaica,1965,103,,6.8,1310,,0,0,0,1,0,0,0
A Higher Agency,2005,28,100000,6.7,18,,0,0,0,0,0,0,1
A Highway Called 301,2011,52,,7,5,,0,0,0,0,1,0,0
A Hill in Korea,1956,81,,6.4,308,,0,0,0,1,0,0,0
A Hindu's Indictment of Heaven,2009,11,,7.5,8,,0,0,1,1,0,0,1
A History of Crop Circles,1992,120,,8.3,9,,0,0,0,0,1,0,0
A History of Mutual Respect,2010,23,,5.1,65,,0,0,0,0,0,0,1
A History of Science Fiction from 1938,1971,25,,6.7,6,,0,0,0,0,1,0,1
A History of Sex,2003,70,,5.1,127,,0,0,0,0,1,0,0
A History of Violence,1991,7,,7,40,,0,0,0,0,0,0,1
A History of Violence,2005,96,32000000,7.5,186339,R,0,0,0,1,0,0,0
A History of the Blue Movie,1970,116,,6.8,90,,0,0,0,0,1,0,0
A Histria Da Eternidade,2014,121,,8,234,,0,0,0,1,0,1,0
A Histria da Eternidade,2003,23,,6.3,26,,0,0,0,1,0,0,1
A Hit with a Miss,1945,16,,6.7,17,,0,0,1,0,0,0,1
A Hitch in Time,1955,6,,5.6,36,,0,1,0,0,0,0,1
A Hitch in Time,1978,90,,6.2,62,,0,0,0,0,0,0,0
A Hitman in London,2015,97,,5.2,1522,R,1,0,0,0,0,0,0
A Hole Lot of Trouble,1971,27,,5.2,18,,0,0,1,0,0,0,1
A Hole in One,2004,97,,5.5,154,,0,0,1,0,0,0,0
A Hole in a Fence,2008,46,,7.8,12,,0,0,0,0,1,0,0
A Hole in the Head,1959,120,,6.4,1735,,0,0,1,0,0,0,0
A Hole in the Head,1998,54,,6.9,95,,0,0,0,0,1,0,0
A Holiday Heist,2011,90,650000,4.3,224,,0,0,1,0,0,1,0
A Holiday Pageant at Home,1901,5,,4.4,104,,0,0,1,0,0,0,1
A Holiday in Storyland,1930,10,,7.4,8,,0,0,0,0,0,0,1
A Hollow Place,1998,18,,6.8,5,,0,0,0,0,0,0,1
A Hollywood Detour,1942,8,,6.3,13,,0,1,1,0,0,0,1
A Hollywood Love Story,2010,17,,8.4,85,,0,0,1,0,0,0,1
A Hollywood Zone,2011,25,,9.7,35,,0,0,0,1,0,0,1
A Holocaust szemei,2000,56,,5.5,134,,0,0,0,0,1,0,0
A Hologram for the King,2016,98,30000000,6.2,7290,R,0,0,1,1,0,0,0
A Holy Terror,1931,53,,5.9,122,,0,0,0,0,0,0,0
A Home at the End of the World,2004,97,6500000,6.8,12045,R,0,0,0,1,0,1,0
A Home for the Bullets,2005,90,,6.6,35,,1,0,1,0,0,0,0
A Home of Our Own,1993,104,12000000,7,2208,PG,0,0,0,1,0,0,0
A Home of Your Own,1965,45,,7.5,91,,0,0,1,0,0,0,0
A Homeless Desire,2011,7,1000,6.8,8,,0,0,1,1,0,0,1
A Homok dala,1995,8,,6.2,22,,0,0,0,0,0,0,1
A Honeymoon Adventure,1931,59,,6.5,21,,0,0,0,1,0,0,0
A Hopeless Romantic,2009,8,0,8,7,,0,0,0,0,0,0,1
A Hora Marcada,2000,100,,6.6,73,,0,0,0,0,0,0,0
A Hora Mgica,1999,103,,7.1,93,,0,0,1,1,0,1,0
A Hora Vagabunda,1998,17,,5.1,11,,0,0,0,0,0,0,1
A Hora da Estrela,1985,96,,7.4,706,,0,0,0,1,0,0,0
A Hora do Medo,1986,78,,5.8,22,,0,0,0,0,0,0,0
A Hora e Vez de Augusto Matraga,1965,109,,7.3,81,,0,0,0,1,0,0,0
A Hora e a Vez de Augusto Matraga,2011,110,2500000,7.5,36,,0,0,0,1,0,0,0
A Horrible Way to Die,2010,87,,5.2,2611,R,0,0,0,1,0,0,0
A Horror Movie,2014,11,,8.6,8,,0,0,1,0,0,0,1
A Horse Called Bear,2015,91,,7,33,,0,0,0,1,0,0,0
A Horse Called Nijinsky,1970,55,,9.2,5,,0,0,0,0,1,0,0
A Horse Fly Fleas,1947,7,,6.9,82,,0,1,1,0,0,0,1
A Horse Is Not a Metaphor,2009,30,,5.9,8,,0,0,0,0,0,0,1
A Horse Story,2016,100,3100000,7.3,40,,0,0,0,0,0,0,0
A Horse Tail,2015,85,,5.7,38,,0,0,0,0,0,0,0
A Horse for Summer,2015,96,,5.6,82,PG,0,0,0,1,0,0,0
A Horse's Tale,1954,6,,5.9,15,,0,1,0,0,0,0,1
A Host of Trouble,2005,18,15000,8.1,12,,0,0,0,0,0,0,1
A Hound for Trouble,1951,7,,7.2,97,,0,1,1,0,0,0,1
A House Divided,1931,70,,7.3,90,,0,0,0,1,0,0,0
A House Divided,1998,30,,4.9,32,,0,0,0,1,0,0,1
A House Divided,2008,105,,6.2,153,R,0,0,0,1,0,0,0
A House Is Not a Home,1964,98,,6.6,67,,0,0,0,1,0,0,0
A House Is Not a Home,2015,87,,6.7,20,,0,0,0,0,0,0,0
A House Undivided,2015,20,0,8.2,5,,1,0,0,0,0,0,1
A House by the Sea,2000,93,,8.2,13,,0,0,0,1,0,0,0
A House in Bayswater,1960,28,,7.4,43,,0,0,0,0,1,0,1
A House in Jerusalem,1998,90,,6,29,,0,0,0,0,1,0,0
A House in the Hills,1993,95,,5.7,629,,0,0,0,0,0,1,0
A House of Mad Souls,2003,84,,1.8,42,,0,0,0,0,0,0,0
A House on a Hill,2003,89,,6.8,20,,0,0,0,1,0,0,0
A House, A Home,2012,7,,8.5,45.5,,0,0,0,0,0,1
A Hprduc talpra ll,2011,88,,8.1,31,,0,0,0,1,1,0,0
A Hui de nu er,2010,101,,3,6,,0,0,1,1,0,0,0
A Hull of a Mess,1942,6,,7.5,44,,0,1,1,0,0,0,1
A Human Search: The Life of Father Bede Griffiths,1993,55,,9.5,6,,0,0,0,0,1,0,0
A Human Vice,2012,21,,7.9,15,,0,0,1,0,0,0,1
A Hundred & Forty-Six Questions,2009,26,,8.4,7,,0,0,0,0,0,0,1
A Hundred Streets,2016,95,,8.3,10,,0,0,0,1,0,0,0
A Hunting We Will Go,1932,8,,6.9,105,,0,1,1,0,0,0,1
A Husband's Confession,2015,90,,6.9,84,,0,0,0,1,0,0,0
A Idade Maior,1991,118,,6.7,46,,0,0,0,1,0,0,0
A Idade da Terra,1980,140,,7,280,,0,0,0,0,0,0,0
A Ilha,1963,97,,6.3,18,,0,0,0,1,0,0,0
A Ilha,1990,26,,5.6,13,,0,0,0,1,0,0,1
A Ilha,2013,68,,5.4,5,,0,0,0,0,1,0,0
A Ilha das Cangaceiras Virgens,1976,96,,6.1,7,,0,0,1,0,0,0,0
A Ilha do Terrvel Rapaterra,2006,80,,5.8,6,,0,0,0,0,0,0,0
A Ilha dos Amores,1982,100,,7.3,45,,0,0,0,1,0,1,0
A Ilha dos Escravos,2008,100,,6,22,,0,0,0,1,0,0,0
A Ilha dos Paqueras,1970,95,,4.8,38,,0,0,1,0,0,0,0
A Ilha dos Prazeres Proibidos,1979,96,,5.1,58,,0,0,0,0,0,0,0
A Inevitvel Histria De Letcia Diniz,2012,19,,6.1,7,,0,0,0,1,0,0,1
A Infidelidade ao Alcance de Todos,1972,86,,6,6,,0,0,1,0,0,0,0
A Intrusa,1979,100,,7.2,102,,0,0,0,1,0,0,0
A Inveno da Infncia,2000,26,,7.4,18,,0,0,0,0,1,0,1
A Inveno do Amor,1965,25,,6.1,19,,0,0,0,0,0,0,1
A Is for Alex,2014,74,,7.9,16,,0,0,1,1,0,0,0
A Is for Architecture,1960,14,,5.4,5,,0,0,0,0,1,0,1
A Is for Atom,1953,14,,6.3,47,,0,1,0,1,0,0,1
A Is for Autism,1992,11,,7.1,91,,0,1,0,0,1,0,1
A Jama,2010,85,,6.7,6,,0,0,1,1,0,0,0
A Janela (Maryalva Mix),2001,87,,6.9,129,,0,0,1,0,0,0,0
A Janela Aberta,2003,10,,6.4,114,,0,0,0,0,0,0,1
A Jazzman's Jazzman: The Gerry Carruthers Story,2010,55,,6.6,5,,0,1,1,0,1,0,0
A Jersey Christmas,2008,81,,5.4,38,,0,0,1,0,0,0,0
A Jewel in the Sand,2004,20,,8,5,,0,0,0,1,0,0,1
A Jewish Girl in Shanghai,2010,80,,7.1,12,,0,1,0,1,0,0,0
A Jihad for Love,2007,81,,6.6,565,,0,0,0,0,1,0,0
A Jin de gu shi,1996,95,,6.2,187,,1,0,0,1,0,0,0
A Jitney Elopement,1915,26,,6,754,,0,0,1,0,0,0,1
A Job,2014,20,,5.2,5,,0,0,0,1,0,0,1
A Job for a Gob,1955,6,,6.4,25,,0,1,1,0,0,1,1
A Job in a Million,1937,15,,6.2,9,,0,0,0,0,1,0,1
A Jolly Bad Fellow,1964,94,,7.4,52,,0,0,1,0,0,0,0
A Jolly Good Furlough,1943,7,,5.9,56,,0,1,1,0,0,1,1
A Journey Into the Holocaust,2014,93,,8.4,13,,0,0,0,0,1,0,0
A Journey That Wasn't,2006,23,1000000,7.2,42,,0,0,0,0,0,0,1
A Journey in My Mother's Footsteps,2011,77,,8,22,,0,0,0,1,1,0,0
A Journey of Dmitry Shostakovich,2006,72,200000,6.4,11,,0,0,0,0,1,0,0
A Journey of a Thousand Miles: Peacekeepers,2015,95,,5.8,16,,0,0,0,0,1,0,0
A Journey to Avebury,1971,10,,6.2,107,,0,0,0,0,0,0,1
A Journey to Etna,2010,84,,8.8,5,,0,0,0,0,1,0,0
A Journey to Iraq,2006,43,15000,5.4,9,,0,0,0,0,1,0,1
A Journey to Planet Sanity,2013,90,500000,8.8,546,,0,0,0,0,1,0,0
A Journey with Paul Cox,1996,55,,7.2,6,,0,0,0,0,1,0,0
A Joyce Story,2003,85,,9,13,,0,0,1,0,0,0,0
A Joyful End,2012,9,,8.8,12,,0,0,0,1,0,1,1
A Judgment in Stone,1986,102,,5.3,113,,0,0,0,0,0,0,0
A June Bride,1935,7,,4.5,6,,0,1,0,0,0,0,1
A Jury of Her Peers,1980,30,,7.2,32,,0,0,0,1,0,0,1
A Kenguru,1976,95,,6.8,81,,0,0,1,0,0,0,0
A Kentucky Feud,1905,8,,4.3,7,,0,0,0,1,0,0,1
A Kick in Time,1940,8,,5.1,53,,0,1,0,0,0,0,1
A Kid Called Danger,1999,85,,5.6,197,PG,0,0,0,0,0,0,0
A Kid for Two Farthings,1955,96,,6.7,593,,0,0,1,1,0,0,0
A Kid in King Arthur's Court,1995,89,,4.7,4477,PG,0,0,1,0,0,1,0
A Kid's Punishment,2011,8,1000,8,5,,0,0,0,0,0,0,1
A Kiddies Kitty,1955,6,,6.7,70,,0,1,1,0,0,0,1
A Killer Christmas Carol,2011,30,5000,8.1,9,,0,0,0,0,0,0,1
A Killer Crush,2014,7,,8.7,7,,0,0,0,0,0,0,1
A Killer Serve,2015,80,40000,8.1,8,,0,0,0,1,0,0,0
A Killer Walks,1952,57,,6.6,14,,0,0,0,1,0,0,0
A Killer Within,2004,98,850000,5,651,R,0,0,0,1,0,0,0
A Killer of Men,2015,22,,9.3,6,,1,0,0,0,0,0,1
A Killer's Path,2006,6,,8.2,9,,1,0,0,0,0,0,1
A Killing Affair,1986,100,,5.9,182,,0,0,0,1,0,0,0
A Killing on the Riviera,2006,15,200000,6.9,294,,0,0,1,0,0,0,1
A Kind of Hush,1999,96,,6.6,64,,0,0,0,1,0,0,0
A Kind of Loving,1962,107,,7.5,971,,0,0,0,1,0,1,0
A Kind of Magic,2015,90,,7,172,,0,0,0,0,0,1,0
A Kind of Murder,2016,95,,6.9,30,R,0,0,0,1,0,0,0
A Kind of Wonderful Thing,2012,95,,7.8,11,,0,0,1,1,0,1,0
A King in New York,1957,105,,7.2,5358,,0,0,1,1,0,0,0
A King's Story,1965,102,,6.8,24,,0,0,0,0,1,0,0
A King's Tradition,2006,10,,8.4,5,,0,0,0,0,0,0,1
A Kink in the Picasso,1990,90,,4.5,11,,0,0,1,0,0,0,0
A Kiss Before Dying,1956,94,,6.8,2206,,0,0,0,0,0,1,0
A Kiss Before Dying,1991,94,,5.7,3854,R,0,0,0,0,0,0,0
A Kiss and a Promise,2012,92,,5.2,293,,0,0,0,1,0,0,0
A Kiss for Cinderella,1925,105,,7.4,41,,0,0,0,1,0,1,0
A Kiss for Corliss,1949,88,,6.2,258,,0,0,1,0,0,0,0
A Kiss for Jed Wood,2011,86,,7.3,54,,0,0,1,0,0,0,0
A Kiss in the Dark,1925,60,,7.3,6,,0,0,1,0,0,0,0
A Kiss in the Dark,1949,87,,6.1,236,,0,0,1,0,0,0,0
A Kiss on the Nose,2004,13,25000,7.6,35,,0,0,0,1,0,0,1
A Knife for the Ladies,1974,86,,3.7,121,,0,0,0,0,0,0,0
A Knife in the Bar,2012,21,,6.4,14,,0,0,0,1,0,0,1
A Knight Film,2005,5,,7.8,5,,0,1,0,0,0,0,1
A Knight Lost,2006,7,,7.6,5,,0,0,0,1,0,0,1
A Knight for a Day,1946,7,,7,444,,0,1,1,0,0,0,1
A Knight's Tale,2001,144,65000000,6.9,136833,PG-13,1,0,0,0,0,1,0
A Kvek zenete - Hegyalja,1994,54,,5.7,13,,0,0,0,0,1,0,0
A Kvek zenete - Mramaros,1994,50,,6.5,16,,0,0,0,0,1,0,0
A La Habana me voy,1950,104,,6,10,,0,0,0,0,0,0,0
A La Mode,1959,6,,5.9,116,,0,0,0,0,0,0,1
A Labor of Love,1976,70,,7.2,48,,0,0,0,0,1,0,0
A Lad an' a Lamp,1932,20,,7.8,115,,0,0,1,0,0,0,1
A Lad from Old Ireland,1910,12,,4.7,119,,0,0,0,1,0,0,1
A Lady Caddy Who Never Saw a Hole in One,2013,15,,7,14,,0,0,0,1,0,0,1
A Lady Fights Back,1944,10,,6.8,69,,0,0,0,0,1,0,1
A Lady Mislaid,1958,60,,7,9,,0,0,1,0,0,0,0
A Lady Surrenders,1930,102,,7,10,,0,0,0,1,0,1,0
A Lady Takes a Chance,1943,86,,6.6,709,,0,0,1,0,0,1,0
A Lady Without Passport,1950,74,1088000,6.2,558,,0,0,0,1,0,0,0
A Lady of Chance,1928,78,,7,307,,0,0,1,1,0,1,0
A Lady to Love,1930,92,,6.8,90,,0,0,0,1,0,1,0
A Lady's Morals,1930,87,,5.4,58,,0,0,0,1,0,0,0
A Lady's Profession,1933,68,,6.8,14,,0,0,1,0,0,0,0
A Lamb of Our Own Flock,1994,20,,7,5,,0,0,0,1,0,0,1
A Lamp in the Dark: The Untold History of the Bible,2009,178,100000,6.9,29,,0,0,0,0,1,0,0
A Landscape of Lies,2011,90,,4.7,30,,0,0,0,1,0,0,0
A Language All My Own,1935,6,,6.6,96,,0,1,1,0,0,0,1
A Larger Life,2015,112,200000,8.4,14,,0,0,0,1,0,0,0
A Lasanha Assassina,2002,8,,5.4,22,,0,1,0,0,0,0,1
A Late Quartet,2012,105,,7.1,10942,R,0,0,0,1,0,0,0
A Laugh or Two,1928,8,,4.8,5,,0,0,1,0,0,0,1
A Lawless Street,1955,78,,6.4,776,,0,0,0,0,0,0,0
A Lawman Is Born,1937,58,,5.6,28,,0,0,0,0,0,0,0
A Lawyer Walks Into a Bar...,2007,92,,6.8,164,,0,0,0,0,1,0,0
A Lazy Summer Afternoon with Mario Montez,2012,7,,1.1,49,,0,0,1,0,0,0,1
A Leading Man,2010,11,,8.7,7,,0,0,0,1,0,0,1
A Leading Man,2013,96,500000,7.2,34,,0,0,0,1,0,0,0
A League of Ordinary Gentlemen,2004,93,,7.1,300,R,0,0,0,0,1,0,0
